words,counts
disease asthma alzheimer,1
vacuolar H+-ATPase pump,1
protein complex vacuolar,1
large protein complex,1
subunit large protein,1
ncodes subunit large,1
CAD ncodes subunit,1
Phenotypes CAD ncodes,1
inflammation Phenotypes CAD,1
mediator inflammation Phenotypes,1
potent mediator inflammation,1
B4 potent mediator,1
leukotriene B4 potent,1
process leukotriene B4,1
disorder process leukotriene,1
hyperactivity disorder process,1
muscle Phenotypes attention,1
complex vacuolar H+-ATPase,1
H+-ATPase pump protons,1
protein structurally similar,1
pump protons membrane,1
carcinoma Encodes protein,1
breast carcinoma Encodes,1
ratio breast carcinoma,1
waist-hip ratio breast,1
chaperone Phenotypes type,1
molecular chaperone Phenotypes,1
reticulum molecular chaperone,1
endoplasmic reticulum molecular,1
localizes endoplasmic reticulum,1
density localizes endoplasmic,1
mineral density localizes,1
circumference bone mineral,1
waist circumference bone,1
membrane phenotypes BMI-adjusted,1
protons membrane phenotypes,1
skeletal muscle Phenotypes,1
kidney skeletal muscle,1
lung kidney skeletal,1
skin lung kidney,1
CAD Encodes muscle,1
colitis CAD Encodes,1
ulcerative colitis CAD,1
ratio ulcerative colitis,1
waist-hip ratio ulcerative,1
disease Phenotypes BMI-adjusted,1
autosomal-recessive disease Phenotypes,1
deafness autosomal-recessive disease,1
syndromic deafness autosomal-recessive,1
form syndromic deafness,1
common form syndromic,1
most common form,1
syndrome most common,1
Pendred syndrome most,1
transcription Pendred syndrome,1
Encodes muscle enzyme,1
muscle enzyme glycogenesis,1
enzyme glycogenesis Phenotypes,1
ATP hydrolysis Highly,1
elements skin lung,1
skeletal elements skin,1
tissues skeletal elements,1
fetal tissues skeletal,1
Highly fetal tissues,1
hydrolysis Highly fetal,1
energy ATP hydrolysis,1
glycogenesis Phenotypes adolescent,1
beating energy ATP,1
ciliary beating energy,1
force ciliary beating,1
ADHD force ciliary,1
scoliosis ADHD force,1
idiopathic scoliosis ADHD,1
Encodes protein structurally,1
structurally similar muscle,1
viral replication transcription,1
mass probable cell,1
cell HDL cholesterol,1
cotransport cell HDL,1
potassium-chloride cotransport cell,1
electroneutral potassium-chloride cotransport,1
mediates electroneutral potassium-chloride,1
pressure mediates electroneutral,1
blood pressure mediates,1
microbiome measurement diastolic,1
measurement neural development,1
cholesterol measurement neural,1
body attachment migration,1
measurement body attachment,1
regulation phenotypes LDL,1
microbiome measurement transcriptional,1
cells phenotypes gut,1
lean mass probable,1
probable cell membrane,1
similar muscle weakness,1
cell membrane receptor,1
sperm motility integral,1
role sperm motility,1
pressure role sperm,1
stress phenotypes BMI-adjusted,1
mitochondrial stress phenotypes,1
response mitochondrial stress,1
stress response mitochondrial,1
integrated stress response,1
activator integrated stress,1
key activator integrated,1
proteins key activator,1
family proteins key,1
IGF-like family proteins,1
receptor IGF-like family,1
membrane receptor IGF-like,1
erythroid cells phenotypes,1
uptake erythroid cells,1
iron uptake erythroid,1
transferrin-dependent iron uptake,1
circumference DNA helicase,1
waist circumference DNA,1
glaucoma BMI-adjusted waist,1
open-angle glaucoma BMI-adjusted,1
body open-angle glaucoma,1
density body open-angle,1
ratio measurement bone,1
cup-to-disc ratio measurement,1
mellitus cup-to-disc ratio,1
diabetes mellitus cup-to-disc,1
muscles Phenotypes type,1
distal muscles Phenotypes,1
proximal distal muscles,1
weakness proximal distal,1
muscle weakness proximal,1
DNA helicase protein,1
helicase protein DNA,1
protein DNA repair,1
hemoglobin measurement transcriptional,1
efficent transferrin-dependent iron,1
contraction efficent transferrin-dependent,1
muscle contraction efficent,1
body muscle contraction,1
measurement body muscle,1
regulation phenotypes BMI-adjusted,1
weight hemoglobin measurement,1
DNA repair chromatin,1
body weight hemoglobin,1
damage Phenotypes body,1
DNA damage Phenotypes,1
relaxation DNA damage,1
chromatin relaxation DNA,1
repair chromatin relaxation,1
replication transcription Pendred,1
apoptosis viral replication,1
asthma alzheimer disease,1
pressure acts tumor,1
cholesterol metabolism phenotypes,1
role cholesterol metabolism,1
key role cholesterol,1
glycolipids phenotypes HDL,1
breakdown glycolipids phenotypes,1
circumference breakdown glycolipids,1
hip circumference breakdown,1
triglyceride measurement gut,1
height diastolic blood,1
body height diastolic,1
neurons phenotypes body,1
activity neurons phenotypes,1
GTPase activity neurons,1
stimulatign GTPase activity,1
Rho stimulatign GTPase,1
metabolism phenotypes systolic,1
acts tumor suppressor,1
regulator brain development,1
tumor suppressor role,1
anorexia chromatin regulator,1
diabetes anorexia chromatin,1
type diabetes anorexia,1
obesity type diabetes,1
measurement obesity type,1
triglyceride measurement obesity,1
cirucmference gut microbiome,1
waist cirucmference gut,1
BMI-adjusted waist cirucmference,1
ghrelin measurement BMI-adjusted,1
height ghrelin measurement,1
body height ghrelin,1
apoptosis phenotypes body,1
role apoptosis phenotypes,1
suppressor role apoptosis,1
regulates Rho stimulatign,1
measurement regulates Rho,1
microbiome measurement regulates,1
pressure BMI microbiome,1
blood pressure glycotransferase,1
network phenotypes diastolic,1
trans-Golgi network phenotypes,1
endosomes trans-Golgi network,1
late endosomes trans-Golgi,1
early late endosomes,1
transport early late,1
retrograde transport early,1
complex retrograde transport,1
GARP complex retrograde,1
component GARP complex,1
acts component GARP,1
gene acts component,1
protein gene acts,1
alzheimer disease protein,1
pressure glycotransferase biosynthesis,1
glycotransferase biosynthesis heparan-sulfate,1
biosynthesis heparan-sulfate phenotypes,1
ions phenotypes gut,1
cholesterol measurement diastolic,1
assembly phenotypes body,1
microtubule assembly phenotypes,1
promotes microtubule assembly,1
measurement promotes microtubule,1
microbiome measurement promotes,1
manganese ions phenotypes,1
heparan-sulfate phenotypes gut,1
calcium manganese ions,1
apparatus calcium manganese,1
Golgi apparatus calcium,1
supplies Golgi apparatus,1
body supplies Golgi,1
measurement body supplies,1
chromatin regulator brain,1
brain development phenotypes,1
differentiation apoptosis viral,1
HbA1c measurement Encodes,1
diabetes mellitus HbA1c,1
density type diabetes,1
mineral density type,1
radius bone mineral,1
Phenotypes radius bone,1
family Phenotypes radius,1
spectrin gene family,1
member spectrin gene,1
Encodes member spectrin,1
disease schizophrenia Encodes,1
Alzheimer disease schizophrenia,1
disorder Alzheimer disease,1
spectrum disorder Alzheimer,1
weight autism spectrum,1
birth weight autism,1
mellitus HbA1c measurement,1
measurement Encodes Kruppel-associated,1
development phenotypes body,1
Encodes Kruppel-associated box,1
proliferation differentiation apoptosis,1
cell proliferation differentiation,1
functions cell proliferation,1
cellular functions cell,1
various cellular functions,1
roles various cellular,1
important roles various,1
acids important roles,1
nucleic acids important,1
protein nucleic acids,1
finger protein nucleic,1
zinc finger protein,1
KRAB zinc finger,1
box KRAB zinc,1
Kruppel-associated box KRAB,1
lipids Phenotypes body,1
other lipids Phenotypes,1
steroids other lipids,1
cholesterol steroids other,1
sheath functions homodimer,1
root sheath functions,1
family essential proper,1
gene family essential,1
esters encodes member,1
hydrolyzes esters encodes,1
body hydrolyzes esters,1
mass body hydrolyzes,1
protein phenotypes appendicular,1
linker protein phenotypes,1
cytoskeletal linker protein,1
body cytoskeletal linker,1
nucleolar RNA-associated protein,1
BMI type diabetes,1
mass BMI type,1
functions homodimer catalytic,1
homodimer catalytic site,1
catalytic site magnesium,1
circumference Catalyzes many,1
synthesis cholesterol steroids,1
metabolism synthesis cholesterol,1
drug metabolism synthesis,1
reactions drug metabolism,1
many reactions drug,1
Catalyzes many reactions,1
hip circumference Catalyzes,1
site magnesium zinc,1
body weight BMI-adjusted,1
function Phenotypes body,1
enzymatic function Phenotypes,1
ions enzymatic function,1
zinc ions enzymatic,1
magnesium zinc ions,1
complex responsible majority,1
histone acetyltransferase complex,1
secretion LH FSH,1
ratio Active cytoplasm,1
proliferation Phenotypes waist-hip,1
differentiation proliferation Phenotypes,1
migration differentiation proliferation,1
adhesion migration differentiation,1
cell adhesion migration,1
Plays role cell,1
activation Plays role,1
integrin activation Plays,1
interactions integrin activation,1
protein-protein interactions integrin,1
Mediates protein-protein interactions,1
BMI Mediates protein-protein,1
pressure BMI Mediates,1
development phenotypes diastolic,1
neuron development phenotypes,1
waist-hip ratio Active,1
Active cytoplasm Chromic,1
role enteric neuron,1
cytoplasm Chromic pulmonary,1
central nervous system,1
maturation central nervous,1
development maturation central,1
kinase development maturation,1
tyrosine kinase development,1
receptor tyrosine kinase,1
II receptor tyrosine,1
polymerase II receptor,1
regulation transcription RNA,1
rate regulation transcription,1
filtration rate regulation,1
protein filtration rate,1
disease protein filtration,1
pulmonary disease protein,1
Chromic pulmonary disease,1
enteric neuron development,1
key role enteric,1
component histone acetyltransferase,1
type diabetes fat,1
waist circumference gut,1
pathway phenotypes waist,1
messenger pathway phenotypes,1
second messenger pathway,1
diglycerol second messenger,1
target diglycerol second,1
exocytosis target diglycerol,1
maturation exocytosis target,1
vesicle maturation exocytosis,1
role vesicle maturation,1
capacity role vesicle,1
vital capacity role,1
pressure vital capacity,1
blood pressure vital,1
Phenotypes systolic blood,1
circumference gut microbiome,1
diabetes fat body,1
lumen Phenotypes psoriasis,1
body mass carbohydrate-binding,1
reticulum lumen Phenotypes,1
endoplasmic reticulum lumen,1
peptides endoplasmic reticulum,1
system peptides endoplasmic,1
measurement central role,1
factor measurement central,1
natriuretic factor measurement,1
atrial natriuretic factor,1
measurement atrial natriuretic,1
PHF-tau measurement atrial,1
longevity PHF-tau measurement,1
Phenotypes longevity PHF-tau,1
activity Phenotypes longevity,1
carbohydrate-binding activity Phenotypes,1
mass carbohydrate-binding activity,1
nervous system peripheral,1
system peripheral nervous,1
peripheral nervous systems,1
Possibly apoptotic signaling,1
ulcer schizophrenia Possibly,1
duodenal ulcer schizophrenia,1
carcinoma duodenal ulcer,1
gastric carcinoma duodenal,1
BMI gastric carcinoma,1
weight BMI gastric,1
stomach Phenotypes body,1
kidney stomach Phenotypes,1
colon kidney stomach,1
placenta colon kidney,1
bladder placenta colon,1
prostate bladder placenta,1
glycoprotein prostate bladder,1
membrane glycoprotein prostate,1
cell membrane glycoprotein,1
schizophrenia Possibly apoptotic,1
apoptotic signaling pathways,1
nervous systems regulation,1
signaling pathways mitochondrial,1
encodes protein FN3/SPRY,1
regulators encodes protein,1
transcription regulators encodes,1
function transcription regulators,1
DNA function transcription,1
proteins DNA function,1
zinc-finger proteins DNA,1
unknown zinc-finger proteins,1
function unknown zinc-finger,1
exact function unknown,1
measurement exact function,1
glucose measurement exact,1
morphology Phenotypes blood,1
mitochondrial morphology Phenotypes,1
pathways mitochondrial morphology,1
glycosylphosphatidylinositol-anchored cell membrane,1
Encodes glycosylphosphatidylinositol-anchored cell,1
mass Encodes glycosylphosphatidylinositol-anchored,1
nephropathy fat body,1
assembly Phenotypes sucrose,1
spindle assembly Phenotypes,1
organization spindle assembly,1
Golgi organization spindle,1
psuedogene Golgi organization,1
non-transcribed psuedogene Golgi,1
body non-transcribed psuedogene,1
neurons body non-transcribed,1
nervous neurons body,1
symaptehtic nervous neurons,1
survival symaptehtic nervous,1
differentiation survival symaptehtic,1
proliferation differentiation survival,1
regulation proliferation differentiation,1
systems regulation proliferation,1
Phenotypes sucrose liking,1
sucrose liking measurement,1
liking measurement myopia,1
H Phenotypes psoriasis,1
diabetic nephropathy fat,1
disease diabetic nephropathy,1
artery disease diabetic,1
ratio coronary artery,1
mellitus BMI body,1
diabetes mellitus BMI,1
subfamily H Phenotypes,1
measurement myopia hypermetropia,1
subunit potassium channel,1
alpha subunit potassium,1
member pore-forming alpha,1
Encodes member pore-forming,1
hypermetropia schizophrenia Encodes,1
myopia hypermetropia schizophrenia,1
cluster Phenotypes systolic,1
gene cluster Phenotypes,1
alpha gene cluster,1
contraction Phenotypes vital,1
functions skeletal muscle,1
chains functions skeletal,1
heavy chains functions,1
conventional myosin heavy,1
II conventional myosin,1
class II conventional,1
cholesterol measurement encodes,1
pressure BMI total,1
matrix phenotypes triglyceride,1
cells extracellular matrix,1
interactions cells extracellular,1
pressure interactions cells,1
blood pressure interactions,1
types phenotypes BMI,1
cell types phenotypes,1
skeletal muscle contraction,1
vital capacity handedness,1
PAPS phenol-containing compounds,1
capacity handedness hearing,1
sulfo moiety PAPS,1
responsible sulfo moiety,1
subfamily responsible sulfo,1
SULT1 subfamily responsible,1
protein SULT1 subfamily,1
encodes protein SULT1,1
change measurement encodes,1
triglyceride change measurement,1
measurement triglyceride change,1
complex phenotypes gut,1
USH2 complex phenotypes,1
member USH2 complex,1
vision member USH2,1
hearing vision member,1
handedness hearing vision,1
several cell types,1
channels several cell,1
ion channels several,1
transporters ion channels,1
ligands process receptor-mediated,1
bind ligands process,1
surface bind ligands,1
cell surface bind,1
potential cell surface,1
measurement potential cell,1
microbiome measurement potential,1
pressure gut microbiome,1
blood pressure gut,1
meiosis phenotypes diastolic,1
bridges meiosis phenotypes,1
intercellular bridges meiosis,1
component intercellular bridges,1
FSH component intercellular,1
LH FSH component,1
process receptor-mediated endocytosis,1
receptor-mediated endocytosis phenotypes,1
endocytosis phenotypes type,1
circumference plays essential,1
ion transporters ion,1
stabilization ion transporters,1
membrane stabilization ion,1
localization membrane stabilization,1
role localization membrane,1
essential role localization,1
waist circumference plays,1
type diabetes BMI,1
lean mass HDL,1
suppressor phenotypes body,1
tumor suppressor phenotypes,1
pressure tumor suppressor,1
blood pressure tumor,1
diabetes BMI body,1
moiety PAPS phenol-containing,1
phenol-containing compounds Phenotypes,1
protocadherin alpha gene,1
budding angiogenic sprouting,1
measurement lymphangioblast budding,1
microbiome measurement lymphangioblast,1
receptor phenotypes total,1
endocytic receptor phenotypes,1
multiligand endocytic receptor,1
measurement multiligand endocytic,1
PHF-tau measurement multiligand,1
scoliosis PHF-tau measurement,1
idiopathic scoliosis PHF-tau,1
development Phenotypes adolescent,1
neuronal development Phenotypes,1
regulation neuronal development,1
protein regulation neuronal,1
transmembrane protein regulation,1
large transmembrane protein,1
lymphangioblast budding angiogenic,1
angiogenic sprouting venous,1
compounds Phenotypes lobe,1
sprouting venous endothelium,1
member protocadherin alpha,1
BMI member protocadherin,1
weight BMI member,1
transporter activity phenotypes,1
circumference transmembrane transporter,1
waist circumference transmembrane,1
menorrhagia BMI-adjusted waist,1
fibroid menorrhagia BMI-adjusted,1
uterine fibroid menorrhagia,1
Phenotypes uterine fibroid,1
Encodes Phenotypes uterine,1
measurement Encodes Phenotypes,1
embryogenesis phenotypes appendicular,1
endothelium embryogenesis phenotypes,1
venous endothelium embryogenesis,1
BMI large transmembrane,1
height BMI large,1
ratio body height,1
lipoprotein phenotypes triglyceride,1
epididymal epithelium phenotypes,1
proximal epididymal epithelium,1
regionalization proximal epididymal,1
differentiatio regionalization proximal,1
cell differentiatio regionalization,1
epithelial cell differentiatio,1
role epithelial cell,1
RTK role epithelial,1
orphan RTK role,1
pressure orphan RTK,1
blood pressure orphan,1
gut measurement diastolic,1
size gut measurement,1
lobe size gut,1
Phenotypes lobe size,1
epithelium phenotypes body,1
glucose measurement NMP,1
measurement NMP kinase,1
triphosphates monophosphates phenotypes,1
density lipoprotein phenotypes,1
receptor low density,1
scavenger receptor low,1
acts scavenger receptor,1
pressure acts scavenger,1
monophosphates phenotypes systolic,1
nucleoside triphosphates monophosphates,1
NMP kinase reversible,1
group nucleoside triphosphates,1
phosphate group nucleoside,1
terminal phosphate group,1
transfer terminal phosphate,1
reversible transfer terminal,1
kinase reversible transfer,1
protein FN3/SPRY family,1
FN3/SPRY family proteins,1
family proteins phenotypes,1
rate response exercise,1
rate heart rate,1
heart rate heart,1
measurements heart rate,1
variablity measurements heart,1
Phenotypes variablity measurements,1
cytoplasm Phenotypes variablity,1
membrane cytoplasm Phenotypes,1
cell membrane cytoplasm,1
interface cell membrane,1
events interface cell,1
molecular events interface,1
Regulates molecular events,1
axonemes Regulates molecular,1
motile axonemes Regulates,1
microtubule motile axonemes,1
heart rate response,1
response exercise mean,1
omega-O-acylceramides phenotypes body,1
exercise mean platelet,1
disorder synthesis omega-O-acylceramides,1
anxiety disorder synthesis,1
leukemia anxiety disorder,1
lymphocytic leukemia anxiety,1
chronic lymphocytic leukemia,1
myeloma chronic lymphocytic,1
multiple myeloma chronic,1
lymphoma multiple myeloma,1
Hodgkin lymphoma multiple,1
circumference Hodgkin lymphoma,1
waist circumference Hodgkin,1
activity Phenotypes type,1
RNA activity Phenotypes,1
volume RNA activity,1
platelet volume RNA,1
axoneme microtubule motile,1
distal axoneme microtubule,1
integrity distal axoneme,1
alignment integrity distal,1
mass sperm-oocyte interaction,1
body mass sperm-oocyte,1
BMI measurement transcriptional,1
BMI longitudinal BMI,1
ratio BMI longitudinal,1
ligases phenotypes body,1
ubiquitin-protein ligases phenotypes,1
E3 ubiquitin-protein ligases,1
domain-containing E3 ubiquitin-protein,1
HECT domain-containing E3,1
activates HECT domain-containing,1
body activates HECT,1
measurement body activates,1
phenotypes BMI microbiome,1
development phenotypes BMI,1
sperm-oocyte interaction fertilization,1
interaction fertilization phenotypes,1
fertilization phenotypes type,1
ratio component N-DRC,1
motility alignment integrity,1
ciliary/flagellar motility alignment,1
regulator ciliary/flagellar motility,1
key regulator ciliary/flagellar,1
N-DRC key regulator,1
component N-DRC key,1
waist-hip ratio component,1
diabetes functions specific,1
BMI waist-hip ratio,1
circumference BMI waist-hip,1
transporter phenotypes BMI-adjusted,1
ammonium transporter phenotypes,1
specific ammonium transporter,1
functions specific ammonium,1
synthesis omega-O-acylceramides phenotypes,1
body height diastolc,1
subsets neurons development,1
activity substrate p-nitrophenyl,1
exhibits hydrolase activity,1
BMI exhibits hydrolase,1
circumference BMI exhibits,1
ratio high density,1
waist-hip ratio high,1
ratio measurement waist-hip,1
waist-hip ratio measurement,1
activity phenotypes BMI-adjusted,1
methytransferase activity phenotypes,1
protein methytransferase activity,1
activity protein methytransferase,1
heterodimerization activity protein,1
enables heterodimerization activity,1
taurine enables heterodimerization,1
glycine taurine enables,1
hydrolase activity substrate,1
substrate p-nitrophenyl acetate,1
height diastolc blood,1
p-nitrophenyl acetate phenotypes,1
circumference component histone,1
waist circumference component,1
pressure body BMI-adjusted,1
activator phenotypes systolic,1
HGF activator phenotypes,1
inhibitor HGF activator,1
height inhibitor HGF,1
body height inhibitor,1
kinase phenotypes body,1
serine/threonine-protein kinase phenotypes,1
BMI serine/threonine-protein kinase,1
circumference BMI serine/threonine-protein,1
BMI-asjusted waist circumference,1
phenotypes BMI-asjusted waist,1
acetate phenotypes BMI-asjusted,1
conjugation glycine taurine,1
subsequent conjugation glycine,1
necessary subsequent conjugation,1
thioesters necessary subsequent,1
synthase activity Phenotypes,1
oxide synthase activity,1
nitric oxide synthase,1
inhibit nitric oxide,1
turn inhibit nitric,1
methylarginines turn inhibit,1
concentrations methylarginines turn,1
cellular concentrations methylarginines,1
generation cellular concentrations,1
oxide generation cellular,1
nitric oxide generation,1
roles nitric oxide,1
pressure roles nitric,1
blood pressure roles,1
diastolc blood pressure,1
sclerosis body BMI-adjusted,1
lean mass Phenotypes,1
mass Phenotypes chronic,1
activation bile acids,1
CoA thioesters necessary,1
acid CoA thioesters,1
bile acid CoA,1
formation bile acid,1
acids formation bile,1
bile acids formation,1
synthetase activation bile,1
kidney disease blood,1
acyl-CoA synthetase activation,1
measurement acyl-CoA synthetase,1
insulin measurement acyl-CoA,1
measurement blood insulin,1
glucose measurement blood,1
disease blood glucose,1
neurons development phenotypes,1
specifc subsets neurons,1
proteins phenotypes high,1
differentiation positive regulation,1
regulation myoblast differentiation,1
positive regulation myoblast,1
MI positive regulation,1
CAD MI positive,1
cancer CAD MI,1
weight cancer CAD,1
body weight cancer,1
"13,14-reductase activity Phenotypes",1
"all-trans-retinol 13,14-reductase activity",1
"rate all-trans-retinol 13,14-reductase",1
filtration rate all-trans-retinol,1
measurement glomerular filtration,1
behaviour measurement glomerular,1
antisocial behaviour measurement,1
abuse antisocial behaviour,1
myoblast differentiation positive,1
positive regulation myotube,1
density vitiligo Encodes,1
regulation myotube differentiation,1
BMI bone mineral,1
height BMI bone,1
CG Phenotypes body,1
gonadotropin CG Phenotypes,1
chorionic gonadotropin CG,1
subunit chorionic gonadotropin,1
beta subunit chorionic,1
family beta subunit,1
chain family beta,1
beta chain family,1
hormone beta chain,1
glycoprotein hormone beta,1
member glycoprotein hormone,1
differentiation member glycoprotein,1
myotube differentiation member,1
substance abuse antisocial,1
disorder substance abuse,1
hyperactivity disorder substance,1
activity Phenotypes attention,1
structurally family member,1
golgin structurally family,1
encodes golgin structurally,1
diabetes encodes golgin,1
type diabetes encodes,1
disease type diabetes,1
cardiovascular disease type,1
cytoskeletal binding activity,1
such cytoskeletal binding,1
functions such cytoskeletal,1
vital functions such,1
several vital functions,1
Enables several vital,1
circumference Enables several,1
hip circumference Enables,1
family member GOLGA2,1
member GOLGA2 share,1
GOLGA2 share similar,1
mouse chickens Enables,1
activator activity Phenotypes,1
enzyme activator activity,1
activity enzyme activator,1
binding activity enzyme,1
Enables RNA binding,1
chickens Enables RNA,1
humans mouse chickens,1
share similar function,1
highly gene humans,1
Encodes highly gene,1
schizophrenia Encodes highly,1
Phenotypes schizophrenia Encodes,1
function Phenotypes schizophrenia,1
similar function Phenotypes,1
mineral density vitiligo,1
vitiligo Encodes member,1
neurites specifc subsets,1
processes Phenotypes atrial,1
many cellular processes,1
role many cellular,1
important role many,1
element-binding protein important,1
response element-binding protein,1
cAMP response element-binding,1
genes cAMP response,1
transcription genes cAMP,1
disease transcription genes,1
artery disease transcription,1
activity phenotypes coronary,1
identical protein binding,1
Enables identical protein,1
mass Enables identical,1
lean mass Enables,1
cellular processes Phenotypes,1
Phenotypes atrial fibrillation,1
Encodes member integrin,1
atrial fibrillation odorant,1
interactions neurites specifc,1
role interactions neurites,1
pressure role interactions,1
BMI systolic blood,1
height BMI systolic,1
phneotypes body height,1
substrates phneotypes body,1
triphosphates substrates phneotypes,1
ribonucleoside triphosphates substrates,1
RNA ribonucleoside triphosphates,1
DNA RNA ribonucleoside,1
transcription DNA RNA,1
receptor transcription DNA,1
odorant receptor transcription,1
fibrillation odorant receptor,1
Myopia appendicular lean,1
Hypermetropia Myopia appendicular,1
disease Hypermetropia Myopia,1
kidney disease Hypermetropia,1
Phenotypes asthma hCG,1
gene Phenotypes asthma,1
RuvB gene Phenotypes,1
bacterial RuvB gene,1
homologue bacterial RuvB,1
human homologue bacterial,1
second human homologue,1
disease second human,1
Parkinson disease second,1
proteins Phenotypes Parkinson,1
family proteins Phenotypes,1
chain family proteins,1
alpha chain family,1
integrin alpha chain,1
member integrin alpha,1
asthma hCG measurement,1
hCG measurement ureagenesis,1
measurement ureagenesis NAG,1
lean mass glycoprotein,1
family Phenotypes chronic,1
oxidase family Phenotypes,1
NADPH oxidase family,1
member NADPH oxidase,1
glycoprotein member NADPH,1
mass glycoprotein member,1
weight appendicular lean,1
ureagenesis NAG availability,1
body weight appendicular,1
activity Phenotypes BMI,1
CPSI activity Phenotypes,1
subsequently CPSI activity,1
availability subsequently CPSI,1
NAG availability subsequently,1
disease adolescent idiopathic,1
